Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,7,16,T
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07,74,24,7.5,12,E
Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.07,50,23,6.2,12,T
Futurama,PS2,2003,Platform,SCi,0.04,0.03,0,0.01,0.07,59,22,6.6,14,T
Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.06,0,0,0.01,0.07,55,8,7.4,8,T
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07,36,7,1.9,14,T
Rayman 3: Hoodlum Havoc,X,2003,Platform,Ubisoft,0.06,0.02,0,0,0.07,75,13,7.9,8,E
Superman Returns,DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.07,33,8,4.9,13,E
Super Ghouls n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0,0,0.07,78,19,8.8,4,E
Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.07,82,31,8.5,409,T
Legend of the Guardians: The Owls of GaHoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.07,60,13,8,5,E10+
Gladius,GC,2003,Strategy,Activision,0.06,0.01,0,0,0.07,82,19,8.8,12,T
The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0,0,0.01,0.07,51,11,5.3,4,T
Torchlight,PC,2009,Role-Playing,JoWood Productions,0,0.06,0,0.01,0.07,83,57,8,798,T
Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0.01,0.07,47,11,7,5,M
Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,0,0,0.01,0.07,61,9,6,4,E
Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.06,0,0,0.01,0.07,70,14,8.2,5,T
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07,49,24,5.5,6,T
Smashing Drive,GC,2002,Racing,Namco Bandai Games,0.06,0.01,0,0,0.07,47,18,5.2,6,T
Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0,0.01,0.07,27,10,3.8,19,T
Still Life,X,2005,Adventure,Microids,0.05,0.02,0,0,0.07,70,29,7,6,M
Big Mutha Truckers 2,X,2005,Racing,Empire Interactive,0.05,0.02,0,0,0.07,50,31,3.4,5,M
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.07,82,42,8.6,201,T
Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0,0.01,0.07,72,43,7.7,125,M
I-Ninja,X,2003,Platform,Namco Bandai Games,0.05,0.02,0,0,0.07,75,18,8.4,8,T
Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.07,73,26,8.1,20,T
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07,61,16,7,9,T
Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07,64,18,7,8,E
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.07,60,38,6.7,117,M
Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0,0.01,0.07,64,25,6,6,T
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,76,11,8.8,35,T
Commandos 2: Men of Courage,X,2002,Strategy,Eidos Interactive,0.05,0.02,0,0,0.07,67,12,8.4,5,T
Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07,58,22,5.5,4,E10+
Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07,33,5,4.5,6,E
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07,38,18,4.1,14,M
Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0,0.07,69,10,8.4,8,E10+
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.04,0.02,0,0.01,0.07,64,40,7.9,52,M
TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07,44,16,2.8,4,T
Combat: Task Force 121,X,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07,44,9,8.5,4,M
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07,63,23,5.3,7,T
Circus Maximus: Chariot Wars,X,2002,Racing,THQ,0.05,0.02,0,0,0.07,67,26,5,4,T
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07,65,27,7.8,17,M
Tom Clancys Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07,54,10,1.5,10,T
Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07,70,5,9,5,E
Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0,0.01,0.07,37,14,3.8,11,E
Dream Trigger 3D,3DS,2011,Shooter,D3Publisher,0.04,0.02,0,0.01,0.07,54,24,6.3,29,E
James Camerons Dark Angel,X,2002,Action,Vivendi Games,0.05,0.02,0,0,0.07,47,17,8.3,6,T
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07,37,19,5.9,10,M
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,83,14,7.8,110,E10+
Operation Darkness,X360,2007,Role-Playing,Success,0.07,0,0,0.01,0.07,46,22,7,21,M
Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0,0.01,0.07,50,22,7.9,11,T
Dead Island: Riptide,PC,2013,Action,Deep Silver,0,0.07,0,0.01,0.07,61,35,6,443,M
Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07,67,33,8.8,44,M
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.07,32,12,3.8,74,M
Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0,0,0.01,0.07,78,15,8.6,18,E10+
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0,0,0.01,0.07,23,9,2.4,12,E
Tom Clancys Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07,50,22,7,25,T
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.07,67,40,7.5,73,T
Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,0.07,74,17,8.9,10,E
Second Sight,X,2004,Adventure,Codemasters,0.05,0.02,0,0,0.07,75,46,8,6,T
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,67,25,4.9,103,M
Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0,0,0.07,62,5,7.4,15,T
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07,47,13,4.6,10,E
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,70,21,7.3,62,M
Harry Potter and the Sorcerers Stone,X,2003,Action,Electronic Arts,0.05,0.02,0,0,0.07,59,11,6,5,E
McFarlane's Evil Prophecy,PS2,2004,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,34,28,3.2,5,M
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07,36,39,5.6,50,M
Samurai Warriors,X,2004,Action,Tecmo Koei,0.05,0.02,0,0,0.07,71,20,9,5,T
Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07,67,7,6.8,34,T
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0,0,0.07,83,17,6.3,13,E
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0,0,0.01,0.07,32,11,4.6,10,E
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0,0,0,0.07,73,18,8,4,T
Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0,0,0.07,77,24,8.4,22,E
The Guy Game,X,2004,Misc,Gathering of Developers,0.05,0.02,0,0,0.07,47,20,6,8,M
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0,0,0.01,0.07,61,23,7.4,14,T
Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07,49,5,5.6,7,E10+
Drake of the 99 Dragons,X,2003,Shooter,Majesco Entertainment,0.05,0.01,0,0,0.07,22,16,1.8,37,T
Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07,75,27,8.3,6,T
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07,55,32,7.4,45,
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,6.8,15,T
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,49,6,6.5,13,E
RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0,0,0.07,79,7,7.8,4,E
Football Manager 2010,PC,2009,Sports,Sega,0,0.06,0,0.01,0.07,87,33,9,265,E
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.03,0.01,0.02,0,0.07,64,56,5,224,T
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,26,6.4,56,T
Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0,0,0.07,47,24,6.1,7,T
Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,56,35,8.3,17,M
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.04,0.03,0,0.01,0.07,67,10,4.9,18,M
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07,33,19,2.7,16,M
BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,67,30,8.9,11,E10+
Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0,0.01,0.07,72,12,7.5,4,T
Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.06,0,0,0,0.07,35,6,5.6,11,E10+
Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0,0,0.07,73,24,8.3,15,M
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.03,0.04,0,0.01,0.07,76,12,7.7,27,E
Pitfall: The Lost Expedition,X,2004,Platform,Activision,0.05,0.01,0,0,0.07,73,35,7.8,4,E
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0,0.01,0.07,83,54,8.7,494,M
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.01,0.07,59,26,5.9,22,E10+
River City Ransom EX,GBA,2004,Action,Atlus,0.05,0.02,0,0,0.07,75,21,8.4,7,T
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.07,71,8,8.6,18,T
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07,78,20,7.3,29,T
Crazy Taxi 2,DC,2001,Racing,Sega,0,0,0.07,0,0.07,82,18,8,31,T
Root Letter,PSV,2016,Adventure,PQube,0,0.04,0.02,0.01,0.07,78,6,7.7,9,M
Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0,0.01,0.07,58,15,8,7,T
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07,73,18,8,129,M
Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0,0.01,0.07,79,21,8.2,13,T
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0,0,0,0.07,65,16,6.3,4,T
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0,0.06,0,0.01,0.07,88,22,8.2,49,E
The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07,63,9,8.6,7,
Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0,0.01,0.07,61,31,7.7,9,M
Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07,58,11,7.8,5,T
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0,0,0.07,57,9,8.3,10,T
NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07,75,18,5.6,5,E
Anubis II,Wii,2007,Platform,Metro 3D,0.06,0,0,0,0.07,19,5,2.6,29,E
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0,0.07,80,34,7.9,174,
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07,56,23,5.4,43,M
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.03,0.04,0,0.07,79,44,6.2,85,T
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,0.07,0,0.07,70,15,7.5,48,E
Dragoneers Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07,56,30,6,7,E10+
N+,DS,2007,Platform,Atari,0.06,0,0,0,0.07,82,20,7.5,21,E
Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07,84,22,7.7,7,E
Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0,0.01,0.07,65,27,8.9,39,M
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.03,0.03,0,0.01,0.07,80,15,7.8,62,E10+
Deep Labyrinth,DS,2006,Action,505 Games,0.06,0,0,0,0.07,57,18,8.8,4,E10+
God Hand,PS2,2006,Action,Capcom,0,0,0.07,0,0.07,73,48,7.7,166,M
Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0,0,0.07,61,19,7.2,9,M
Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0,0,0.07,24,11,3.7,10,E
Jurassic Park: Operation Genesis,X,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0,0,0.07,69,21,8.8,19,T
RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0,0.01,0.07,73,19,9,6,E
Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0,0.01,0.07,61,25,6,6,T
Driver: Parallel Lines,X,2006,Racing,Atari,0.05,0.01,0,0,0.07,69,31,4.6,17,M
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,49,25,4.4,5,T
Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0,0.01,0.07,86,30,7.1,607,M
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0,0,0.07,63,12,6.8,4,E
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.07,83,4,8,49,T
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.05,0,0,0.01,0.07,52,64,3.5,287,E10+
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.05,0,0,0.07,53,17,5.1,44,T
World Racing,X,2003,Racing,TDK Mediactive,0.05,0.01,0,0,0.07,56,14,8.1,8,E
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.06,0,0.01,0.07,73,35,6.2,72,E
X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0,0,0.07,55,9,9.3,6,E10+
Battlezone,PS4,2016,Action,Rebellion Developments,0.03,0.02,0,0.01,0.07,66,40,7,31,T
The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0,0.01,0.07,73,28,8.8,14,T
Port Royale 3,X360,2012,Simulation,Kalypso Media,0.06,0,0,0.01,0.07,56,11,4.5,6,T
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07,57,25,8.2,5,T
Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0,0,0.07,69,23,7.8,21,T
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07,57,11,6,25,T
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.03,0,0.03,0.01,0.07,78,22,7.3,44,T
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07,74,27,7.8,66,T
Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0,0,0,0.07,47,4,8.6,9,E10+
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.07,76,10,7.9,102,E
Alex Rider: Stormbreaker,DS,2006,Action,THQ,0.06,0,0,0,0.07,48,11,6.1,10,T
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0.05,0,0.01,0.07,89,15,8.4,115,E10+
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60,7,7.5,29,M
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,0.07,0,0.07,70,9,7.9,14,T
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0,0.01,0.07,64,31,4.1,51,M
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.06,0,0,0,0.07,54,37,7.1,15,T
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0,0,0.07,83,31,8.5,13,E10+
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,61,18,5.6,96,E
Worms Forts: Under Siege,X,2004,Strategy,Sega,0.05,0.01,0,0,0.07,67,15,8,6,T
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0,0.01,0.07,71,26,8,5,M
Broken Sword 5: The Serpents Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.07,72,14,7.2,23,T
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0,0,0,0.07,64,24,6,9,E
Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.07,83,30,8,1482,T
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.06,0,0,0.01,0.07,60,14,8.4,50,
NHL Hitz Pro,X,2003,Sports,Midway Games,0.05,0.01,0,0,0.07,81,23,8.8,12,E
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0,0,0.06,44,8,4.4,69,M
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0,0.01,0.01,0.06,54,14,6.3,8,E10+
Wings of War,X,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0,0.06,62,29,5,5,T
187: Ride or Die,X,2005,Racing,Ubisoft,0.05,0.01,0,0,0.06,51,40,6.9,8,M
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0,0.01,0.06,69,16,7.9,14,E10+
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,81,19,8.5,73,T
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0,0.04,0.02,0,0.06,66,11,7.8,43,T
Kabuki Warriors,X,2001,Action,Genki,0.05,0.01,0,0,0.06,32,15,2.5,12,M
World Poker Tour,X,2005,Misc,Take-Two Interactive,0.05,0.01,0,0,0.06,63,17,7.8,4,T
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55,31,6.7,37,M
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0,0,0,0.06,41,4,2.4,5,E10+
Devils Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06,43,54,6.5,285,M
GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,80,17,5.7,571,E
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,51,38,6.7,11,M
Bionicle,X,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06,49,5,1.5,4,E
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06,63,36,7,12,M
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,60,15,5,7,M
Aggressive Inline,X,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,85,20,7.7,7,T
Insecticide,DS,2008,Action,Gamecock,0.06,0,0,0,0.06,55,23,7,5,E10+
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.02,0.04,0,0,0.06,87,12,6.1,87,E
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0,0.01,0.06,68,23,8.6,8,T
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,45,38,6.9,11,T
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0,0.06,37,13,5,25,M
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0,0.02,0,0.06,76,44,8.5,4,E
Fist of the North Star: Kens Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06,55,18,7.1,20,M
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06,70,15,8.7,12,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,45,16,7.8,10,T
F1 2001,X,2001,Racing,Electronic Arts,0.05,0.01,0,0,0.06,83,11,5.5,8,E
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06,78,20,7.5,30,T
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.06,79,15,8,15,E
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0,0,0,0.06,37,14,4.8,5,T
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0,0,0.06,67,12,7.1,12,T
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,59,24,4.2,10,T
Tom Clancys Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0,0,0.06,68,19,6.2,6,T
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0,0.01,0.06,57,21,7.9,16,T
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06,72,30,7.3,8,E
Land of the Dead: Road to Fiddlers Green,X,2005,Shooter,Groove Games,0.05,0.01,0,0,0.06,32,9,5.8,10,M
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06,65,11,5.4,19,E10+
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0,0.06,82,8,5.8,175,
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06,72,11,6.4,15,T
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,7,8.6,14,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0,0.06,65,5,8,5,E
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06,61,8,7.5,15,T
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06,35,7,4.7,10,E10+
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0,0,0,0.06,55,14,7.8,4,E
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83,8,8.7,51,M
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0,0.06,68,36,7.9,31,T
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06,70,44,5.6,186,E10+
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06,68,34,7.8,14,E10+
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0,0.06,68,7,6.8,33,E10+
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06,59,9,8,5,E
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,48,10,4.8,14,E
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01,0.06,79,15,6.9,8,T
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,47,10,5.4,24,M
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06,61,11,8,6,E
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17,T
Cold Fear,X,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,71,41,7.6,20,M
Theme Park,DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,72,15,7.6,14,E
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06,75,30,7.9,35,E10+
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,81,24,7.4,177,E10+
Call of Cthulhu: Dark Corners of the Earth,X,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06,77,51,8.1,37,M
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0,0,0.06,65,12,7.6,8,T
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,48,24,7.1,23,T
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06,71,22,7.3,6,T
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06,83,41,8,526,M
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06,36,7,4.7,6,E
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,86,64,8.4,631,T
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.04,0.01,0,0.01,0.06,55,14,5.9,39,T
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,61,29,7,5,E
Terminator 3: The Redemption,X,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,38,8.6,5,T
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06,78,39,8.2,26,E
Serious Sam II,X,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06,72,34,6.7,11,M
